Trail Type,Saccade amplitude (deg),Mean Time,Head Speed (deg/s)
Left 2,-12.82638106690249,0.09999999999999994,128.263810669025
Left 1,-8.464914695408272,0.05066666666666667,167.0706847777948
Left 3,-5.127065584931278,0.09999999999999994,51.27065584931281
Right 1,1.2181373768601869,0.10000000000000002,12.181373768601865
Right 2,2.5209925304568577,0.08150000000000002,30.932423686587203
Right 3,2.557714225919379,0.09999999999999998,25.577142259193796
